EnrollmentNo,sub1,sub2,sub3,sub4,sub5
E1240,82,40,61,43,62
E9850,48,68,82,50,42
E4622,73,93,43,51,79
E2025,93,78,71,42,49
E5035,78,73,47,100,43
E0065,91,57,66,48,79
E5901,96,52,53,92,77
E1936,47,71,75,88,95
E9701,72,92,62,85,100
E4391,82,79,87,46,91
E1817,72,60,61,43,55
E6785,52,82,92,52,68
E0393,100,85,55,63,95
E3690,47,55,54,84,50
E3600,43,81,80,53,45
E2634,100,47,62,75,95
E9779,80,65,71,81,81
E6470,99,63,98,47,83
E4586,58,60,87,71,60
E2977,81,99,69,95,82
E6443,78,97,66,41,97
E2867,64,46,85,71,52
E7879,66,83,60,69,51
E3932,48,52,55,43,75
E5075,82,52,83,46,49
E1295,92,92,56,44,91
E7988,61,59,75,59,73
E4716,49,40,88,81,64
E1957,49,88,52,98,46
E5294,91,53,74,75,57
E9835,80,62,49,66,97
E1468,93,50,87,90,90
E2137,52,91,67,78,99
E7597,61,57,65,55,86
E4619,64,57,84,83,96
E9945,92,94,86,86,89
E4339,41,99,42,55,80
E6299,60,73,97,78,68
E0798,71,68,98,41,68
E5607,66,56,72,92,88
E8686,76,81,89,92,89
E1925,71,64,91,86,42
E3923,60,87,84,49,49
E2529,68,54,53,74,92
E4328,66,45,99,73,49
E2641,90,77,57,67,43
E2495,84,95,52,78,40
E5571,66,48,60,43,83
E5697,88,98,55,60,78
E3006,58,49,52,81,76
E9751,87,79,69,90,89
E6774,66,82,40,74,44
E7344,60,76,48,73,62
E5171,45,77,82,63,42
E5750,85,89,60,85,83
E7952,55,67,67,57,68
E6281,76,48,45,76,44
E5940,73,56,72,49,82
E7504,86,99,51,81,90
E3181,63,52,45,79,52
E5572,71,75,47,48,73
E1567,86,62,96,57,84
E8262,61,55,61,87,65
E4377,87,89,77,67,50
E9156,40,53,44,78,58
E5062,51,89,69,93,66
E6258,68,88,94,82,56
E5406,43,50,45,57,56
E3295,46,89,45,45,75
E8821,60,67,42,79,71
E1125,50,45,77,52,79
E6332,88,76,91,98,82
E9273,44,63,48,57,78
E0166,95,43,64,68,82
E3663,79,100,63,96,63
E6516,62,61,57,47,54
E2135,70,55,70,93,56
E5212,60,76,96,86,92
E4329,71,67,50,41,100
E6147,93,90,57,67,84
E4064,44,40,98,97,81
E7210,57,80,44,43,78
E4763,79,81,59,79,71
E9507,63,60,55,91,99
E2615,99,50,51,83,62
E9618,93,92,87,95,47
E1198,80,58,54,94,41
E5230,80,43,83,58,45
E6314,44,49,60,52,51
E3857,64,77,61,56,43
E4276,86,79,43,68,50
E0656,64,50,90,63,94
E5818,68,64,71,69,80
E4745,60,57,56,83,94
E5982,51,71,90,77,72
E3180,50,62,87,97,65
E0035,47,58,77,45,93
E5067,51,48,89,57,54
E2536,71,60,98,69,47
E8760,69,46,60,51,53
E9894,84,77,100,54,41
E1258,52,97,59,44,84
E1627,77,88,75,49,92
E3576,72,88,88,100,70
E5781,61,94,45,66,91
E1102,52,97,53,59,71
E3901,84,40,93,90,86
E4795,70,76,90,72,58
E4759,100,62,66,100,52
E4726,41,91,50,87,82
E6043,54,44,73,87,94
E4173,63,43,99,77,40
E1967,84,66,45,100,45
E6895,50,62,70,66,60
E3502,96,81,64,100,88
E5975,63,73,55,96,46
E7450,79,56,74,81,96
E6430,46,86,56,80,78
E5399,98,81,79,98,99
E9005,48,57,72,78,63
E3820,90,67,69,64,93
E9168,85,58,57,86,47
E8390,57,67,63,76,87
E5284,56,57,45,100,93
E7962,78,61,92,50,94
E7902,71,86,51,94,62
E1635,61,84,59,72,73
E5328,71,43,53,84,75
E4870,47,42,64,81,99
E5742,65,55,60,83,84
E2623,88,84,74,55,89
E2682,80,69,43,50,44
E4568,59,70,100,57,84
E4139,55,43,94,74,93
E2486,52,69,78,48,43
E1161,97,75,43,58,97
E7725,69,56,58,63,96
E1405,44,70,80,95,55
E3260,63,73,44,78,92
E3625,43,55,69,84,40
E9247,73,49,59,49,97
E6944,80,59,48,60,76
E0320,84,71,87,45,63
E1947,44,82,97,61,61
E7481,99,69,69,89,97
E6269,63,81,46,42,72
E0212,48,99,43,46,60
E2716,44,82,40,93,49
E7128,43,85,65,52,88
E8777,57,57,59,96,87
E7434,64,40,65,100,60
E1477,44,41,88,88,78
E0296,64,65,75,45,51
E4207,62,79,95,69,72
E6198,68,85,71,90,87
E6437,83,46,76,49,53
E7380,64,58,62,56,94
E5935,55,71,97,94,66
E8738,68,98,45,48,89
E0509,96,85,43,73,50
E8311,78,90,70,88,62
E9197,67,90,78,64,57
E1483,65,86,63,53,96
E1070,41,82,57,74,96
E9139,69,51,86,99,60
E3256,72,70,51,88,76
E8192,64,94,81,69,52
E6346,91,43,46,48,78
E9535,44,97,95,41,87
E8596,63,73,59,47,92
E9911,71,76,77,89,43
E5921,82,50,89,44,64
E6215,58,53,88,93,93
E0642,88,47,78,57,61
E3090,44,83,85,74,69
E0714,76,75,53,54,41
E5486,74,88,88,93,78
E2339,79,62,41,53,54
E6713,93,64,44,48,93
E6238,85,77,72,80,83
E2616,43,49,45,44,56
E9397,90,42,40,100,83
E6694,50,96,45,55,63
E6552,73,82,52,98,60
E0926,60,67,50,86,49
E7501,55,54,51,89,85
E5831,88,48,82,76,40
E9507,92,44,64,64,81
E9243,57,57,45,76,56
E6970,54,74,44,49,66
E9366,80,100,69,79,60
E6359,93,86,58,58,94
E8907,97,90,45,97,77
E5328,86,55,84,90,80
E3054,44,92,97,84,97
E5832,58,93,63,47,99
E1165,67,83,59,96,44
E6574,100,42,60,45,61
E5211,60,42,77,44,66
E2182,87,93,82,40,54
E8057,56,82,56,53,44
E5527,82,63,76,96,41
E4919,64,57,70,53,45
E6555,56,69,70,62,59
E5786,83,43,98,50,64
E0709,43,87,81,58,67
E3985,48,89,48,61,52
E4804,91,65,45,89,47
E2423,57,51,98,72,66
E4854,95,66,48,82,50
E1177,48,75,45,64,70
E9411,50,65,100,94,48
E8518,92,84,54,59,76
E1806,91,68,51,93,85
E3135,65,45,49,86,48
E0983,63,43,63,57,58
E3013,47,92,89,58,82
E8081,59,47,96,66,54
E6535,47,47,77,46,54
E0398,78,43,77,79,51
E1832,62,83,45,40,81
E2799,87,65,54,78,56
E7228,73,88,57,67,60
E8687,77,96,55,83,76
E7897,69,52,92,89,100
E9090,69,73,96,91,58
E9619,88,74,66,56,99
E4389,61,77,57,71,75
E8291,62,66,50,77,46
E7273,84,75,91,73,85
E8272,94,40,87,66,98
E2746,68,79,97,60,46
E4071,73,85,76,83,88
E4312,62,87,97,94,58
E0183,81,75,87,89,90
E7505,100,73,87,95,71
E1461,99,71,48,46,61
E4048,100,100,80,71,98
E8287,68,55,56,95,58
E5541,93,62,70,41,92
E4882,51,55,100,81,40
E2272,83,55,90,95,51
E4391,45,83,50,92,66
E9019,48,47,42,59,53
E5873,43,81,71,69,84
E6748,86,44,93,90,79
E9226,77,62,87,66,62
E1760,60,65,76,80,90
E5079,54,72,68,64,51
E4916,94,91,58,88,41
E2168,81,70,54,53,46
E7776,99,46,41,73,59
E6626,40,53,59,96,69
E5571,75,74,64,83,89
E1100,49,61,100,81,44
E0174,83,75,58,61,60
E9791,93,42,91,71,76
E9288,94,40,45,62,64
E0366,40,46,98,100,43
E7202,56,66,52,81,58
E5375,90,62,88,73,78
E5181,92,51,62,43,43
E6809,95,81,81,41,45
E8595,87,91,90,65,59
E5265,92,92,46,74,43
E5800,54,82,65,70,42
E7319,78,91,85,58,50
E7271,56,67,77,86,52
E2359,77,59,97,87,44
E4503,76,87,100,54,87
E6181,99,97,68,44,85
E9181,93,43,66,55,46
E3749,62,87,65,80,76
E8091,89,97,75,41,56
E3675,88,75,85,77,47
E0274,80,61,50,55,91
E6332,41,92,74,66,41
E3858,98,63,57,53,73
E8837,53,66,82,58,97
E4680,76,94,75,43,91
E6368,70,41,81,43,88
E7629,58,76,68,83,87
E4472,93,45,41,98,86
E6164,83,62,50,68,72
E5898,53,44,84,68,50
E6396,60,95,50,81,92
E0800,48,89,53,50,89
E1401,66,91,48,40,99
E1309,42,54,96,70,79
E7893,63,62,48,95,97
E1285,79,87,71,77,58
E9472,80,62,50,68,72
E7506,75,91,65,86,97
E5378,89,79,80,57,87
E2852,100,48,45,50,55
E1197,61,75,97,82,99
E7604,56,71,52,52,97
E9853,73,95,98,40,84
E6366,61,97,97,98,78
E0349,61,84,54,50,82
E9046,75,100,80,90,100
E0260,59,98,53,48,62
E0343,52,95,56,80,78
E4667,47,77,79,62,49
E9775,85,92,66,40,55
E6124,60,68,63,68,78
E8219,75,65,47,62,57
E5261,55,66,81,58,92
E8281,64,80,61,76,67
E4710,85,87,74,82,71
E2973,48,88,51,92,90
E1479,67,40,81,62,99
E4444,98,65,51,44,75
E8685,46,78,69,41,69
E6761,97,49,65,66,94
E5564,90,61,97,71,99
E5617,78,61,89,68,45
E0233,58,43,77,93,84
E8935,57,68,88,97,58
E0787,41,59,73,58,78
E3440,64,73,80,77,60
E7684,94,64,43,85,94
E3169,49,90,98,77,93
E7330,49,48,53,56,67
E4748,57,81,47,91,74
E0290,43,43,41,55,71
E5462,59,74,81,64,41
E4329,65,61,93,98,96
E4172,49,92,71,82,54
E4863,42,85,89,47,77
E7634,73,61,64,75,84
E7569,78,71,76,71,69
E2734,46,86,97,82,93
E8762,49,72,53,82,52
E8655,90,91,93,59,42
E0653,62,54,96,79,91
E9146,48,100,48,72,52
E9486,77,58,50,51,56
E0398,66,72,76,62,72
E7537,75,81,99,98,76
E8071,84,69,93,76,61
E0721,71,72,59,51,48
E6079,78,56,91,92,94
E9736,41,80,80,47,78
E8760,55,68,96,68,64
E2815,53,48,47,81,70
E4163,81,65,88,69,98
E7809,65,46,42,68,94
E1399,98,60,80,70,54
E8611,53,56,51,83,53
E1996,63,85,49,65,83
E5396,74,92,82,69,92
E4056,45,93,47,92,69
E1415,81,59,86,91,73
E5918,61,79,61,93,65
E1435,55,89,88,95,94
E2551,44,77,65,40,65
E3961,78,55,81,42,71
E1771,57,92,81,58,75
E2496,56,52,56,62,70
E4289,95,95,85,72,73
E3189,63,70,81,83,83
E3428,95,100,40,62,44
E1813,44,50,62,52,43
E8006,60,74,72,87,69
E5236,99,64,44,82,86
E9240,99,62,49,91,79
E8672,82,88,97,90,57
E1266,95,44,68,79,96
E8741,67,88,44,72,82
E7396,74,66,93,50,47
E4886,45,66,50,64,69
E6369,61,85,75,53,98
E4306,61,52,46,60,92
E3504,52,55,67,82,45
E0010,64,85,84,59,81
E6785,78,84,95,42,83
E1669,49,71,82,94,42
E6580,63,100,82,72,78
E9767,78,49,53,82,44
E0492,90,84,72,58,83
E7058,82,88,61,49,57
E1990,41,48,53,98,40
E2360,100,43,79,44,96
E7961,43,55,46,58,73
E2080,75,54,55,83,66
E1195,75,60,99,56,64
E0546,53,90,75,81,43
E1891,43,94,49,100,48
E7576,70,63,90,68,73
E1783,88,64,55,87,56
E3274,73,64,41,48,55
E4730,45,89,55,56,66
E3828,45,86,93,58,67
E5071,70,54,44,49,42
E6011,97,77,100,71,100
E3493,61,70,46,60,52
E3613,61,79,71,63,44
E4370,58,70,100,92,71
E6249,91,94,99,88,43
E3487,68,73,60,84,79
E4981,82,62,81,86,94
E5353,84,49,49,88,75
E0738,54,87,71,85,72
E2266,97,47,70,70,71
E9745,71,56,81,70,49
E9080,43,77,67,86,78
E3237,52,99,66,86,40
E2244,97,57,67,46,77
E0862,60,66,87,84,76
E7654,91,88,94,98,65
E9985,92,81,66,61,98
E0665,45,72,40,44,86
E3630,53,81,81,61,42
E2388,77,81,78,57,93
E3796,90,70,82,82,92
E1998,68,52,58,49,44
E8787,75,99,100,51,62
E2925,61,77,71,61,64
E1116,70,75,52,55,98
E3906,59,95,91,86,58
E2555,93,89,92,85,91
E0688,60,54,42,48,68
E7547,65,88,56,86,87
E6870,57,59,43,75,67
E3189,60,92,67,87,83
E9632,68,66,80,100,94
E8440,63,51,100,91,97
E6220,96,70,99,91,94
E7756,98,41,86,77,47
E4362,62,55,98,61,97
E7256,68,94,89,89,76
E5871,65,72,99,60,49
E2541,79,44,98,60,68
E4913,100,97,90,75,46
E9095,65,79,72,76,57
E0168,88,79,71,61,51
E1388,61,92,90,61,67
E2637,70,94,94,100,41
E5751,72,56,66,91,89
E3603,55,58,72,70,47
E7631,96,93,89,72,96
E7130,85,77,70,49,86
E9239,82,73,84,84,47
E5743,46,99,83,92,98
E1440,60,45,95,65,69
E3229,47,49,86,67,95
E0741,88,79,83,55,74
E0570,58,84,54,64,51
E0699,48,100,94,44,51
E7205,65,69,66,75,82
E7670,56,47,89,76,69
E4790,100,40,46,69,69
E3825,48,85,98,42,83
E2512,65,60,51,62,73
E1948,54,48,42,100,52
E9077,58,90,84,66,92
E9859,58,63,80,84,91
E5081,66,79,47,92,58
E4088,63,95,92,95,80
E2877,99,48,83,68,81
E6505,84,97,72,63,40
E4234,59,81,95,61,57
E2106,46,44,52,84,96
E9223,91,65,95,73,41
E4204,91,47,60,52,50
E0783,67,78,100,59,45
E3804,89,70,51,56,95
E2769,54,81,58,94,68
E0412,51,69,74,48,47
E3692,67,44,80,95,85
E2829,59,66,65,91,71
E6539,47,73,41,94,81
E4110,80,75,98,87,70
E2862,60,61,72,71,50
E5856,59,89,72,57,53
E1986,89,69,74,52,67
E0531,85,90,79,56,56
E8322,42,61,86,56,47
E5518,73,49,46,57,72
E9159,54,56,100,51,83
E4001,74,48,50,98,48
E3356,77,51,61,51,80
E8852,42,61,89,40,63
E8725,40,44,100,99,63
E7986,96,44,75,43,79
E5932,87,77,69,80,83
E3497,80,71,88,50,70
E0199,48,64,42,58,69
E3090,57,96,52,52,56
E3635,91,54,81,56,98
E0841,100,49,89,69,49
E7453,61,85,42,52,88
E7571,88,71,47,90,68
E9306,76,41,96,51,77
E1163,100,87,82,48,48
E7599,58,91,48,59,84
E8346,70,42,51,59,73
E4302,63,64,54,50,100
E3354,76,78,52,50,66
E2276,71,58,65,66,88
E9144,96,97,42,53,40
E0271,49,81,72,85,43
E7363,69,60,67,45,93
E6734,88,59,78,62,66
E5726,82,64,70,88,72
E4605,59,88,89,47,81
E3455,75,52,57,92,51
E1907,58,47,61,92,65
E3656,52,76,71,52,90
E1518,54,72,78,43,82
E7196,91,77,100,72,74
E3624,81,44,60,74,99
E2563,87,86,71,94,99
E9720,82,85,94,70,79
E8252,46,90,44,95,79
E2449,57,92,95,78,47
E3400,46,61,64,73,59
E0452,90,71,85,74,55
E8255,96,62,90,51,43
E9402,90,55,89,53,75
E2137,100,95,70,79,50
E9182,70,69,100,41,78
E3320,95,91,52,66,63
E6100,91,66,47,68,69
E4461,72,88,86,91,80
E3359,97,64,67,59,63
E7454,100,42,40,50,77
E6188,66,73,94,43,65
E0795,52,69,51,49,73
E2038,43,80,54,99,68
E4801,48,48,63,76,54
E5403,44,56,60,93,60
E8896,90,73,88,57,63
E0481,60,58,93,69,95
E5081,76,61,77,55,86
E9324,75,41,88,82,64
E4669,98,50,85,82,42
E9381,78,59,47,99,69
E5841,64,99,81,47,69
E8950,87,75,64,86,100
E7045,70,87,72,92,62
E2719,41,69,50,60,90
E0068,78,90,92,51,72
E9874,75,71,53,91,87
E3641,83,81,53,52,45
E0728,53,63,92,94,99
E7858,64,68,96,84,52
E3963,64,47,61,53,93
E8207,43,68,46,62,55
E3115,49,40,80,93,65
E5016,49,68,45,43,61
E7923,76,99,49,81,95
E2796,87,97,99,79,73
E3048,56,61,43,65,50
E7380,58,50,58,46,90
E6123,80,74,65,76,55
E7311,84,60,58,42,65
E7576,69,58,64,96,92
E8403,61,75,64,53,89
E6615,85,87,84,67,71
E2642,40,80,88,65,95
E5174,53,94,88,48,50
E6446,86,68,72,81,48
E6358,86,44,57,40,68
E6492,87,87,66,64,98
E1078,69,59,77,69,81
E3597,60,90,91,80,62
E5924,88,77,87,58,48
E2041,61,46,57,79,55
E4858,54,63,89,67,63
E7427,88,41,65,71,63
E8699,91,96,50,57,54
E3552,75,73,99,42,93
E0736,88,95,60,57,47
E5395,49,68,70,95,86
E7787,98,89,51,90,60
E9987,72,100,66,81,93
E1792,52,93,83,45,63
E3473,96,42,46,95,89
E5119,84,73,57,42,74
E3193,55,63,71,85,45
E5605,90,63,100,77,54
E9257,77,42,57,69,72
E5820,98,43,91,86,98
E5676,69,46,99,81,74
E7914,77,44,40,52,42
E1890,69,52,46,48,80
E0986,55,100,73,95,95
E8012,92,95,82,93,81
E1936,85,90,60,95,44
E9544,42,40,64,73,69
E0569,46,75,73,64,52
E0772,92,55,90,96,91
E5655,77,77,87,69,88
E1568,62,63,95,64,48
E4977,88,56,53,90,40
E8399,51,96,93,70,78
E5544,95,46,73,41,61
E3301,52,73,43,97,80
E8247,91,48,57,44,79
E6992,65,78,81,55,47
E6215,62,50,80,84,80
E3633,91,61,92,77,43
E6652,85,100,70,93,47
E8630,72,64,57,52,68
E9819,55,96,44,86,82
E6132,50,68,91,47,71
E9633,61,57,47,78,54
E4054,54,81,89,48,49
E5126,49,90,85,60,47
E7431,87,63,49,51,76
E6864,78,98,46,69,51
E9471,75,64,66,79,83
E1902,94,68,95,53,96
E7694,56,88,77,83,80
E2035,76,76,61,54,90
E9398,76,60,97,85,59
E2880,97,71,74,58,63
E8021,65,45,66,79,47
E9392,82,94,43,91,98
E7465,53,46,44,42,66
E6578,46,62,88,62,45
E1822,56,83,47,65,82
E6876,98,69,48,52,62
E1840,60,64,83,82,85
E3853,68,76,45,49,53
E3105,59,85,72,77,70
E3015,49,68,78,87,93
E5093,51,87,82,47,96
E6819,48,70,60,71,93
E4522,45,91,58,78,81
E3347,81,41,89,85,80
E8140,89,49,66,41,77
E1350,68,41,99,64,79
E1226,55,93,60,60,71
E6186,60,46,74,86,48
E1922,48,56,47,95,40
E3973,66,56,53,71,86
E8647,97,89,71,74,96
E8367,64,56,81,80,98
E0794,44,42,85,88,53
E7363,74,47,59,59,49
E2189,46,40,70,86,63
E9401,47,56,81,71,78
E0620,80,72,68,64,44
E3869,48,60,100,92,84
E8316,98,92,50,100,91
E3518,60,51,52,100,41
E6029,77,68,68,65,46
E2057,76,76,74,53,52
E9982,100,64,71,76,52
E1250,66,61,96,75,52
E6267,65,74,85,42,53
E2399,99,55,40,78,42
E4607,93,83,55,50,59
E5190,42,43,41,90,89
E1677,70,74,98,51,85
E8769,90,47,42,45,49
E1531,78,89,77,59,84
E3152,97,84,65,94,89
E7407,92,61,77,46,94
E3298,97,81,84,45,53
E8271,67,58,53,40,72
E0559,68,89,97,85,87
E6890,69,41,48,85,43
E9370,65,97,53,68,64
E7644,73,60,95,50,55
E2078,72,86,63,47,65
E7151,65,65,51,52,68
E5934,59,76,50,91,57
E3449,89,88,80,74,96
E3604,67,44,73,69,52
E4693,62,59,69,40,68
E5805,90,45,59,66,69
E1882,59,52,57,77,43
E3258,71,62,74,49,81
E0766,74,100,89,92,41
E3529,82,80,74,98,97
E5614,77,60,51,86,51
E6149,100,65,87,92,67
E5078,92,98,44,55,77
E0559,79,50,77,91,78
E4454,47,68,68,57,40
E1560,72,95,94,74,99
E0874,55,51,41,78,42
E0967,96,63,79,61,95
E2952,59,43,87,72,68
E1366,73,40,64,59,75
E4343,63,57,78,85,40
E6697,73,79,64,100,98
E4350,43,47,99,98,44
E2215,90,48,65,91,47
E1367,50,82,57,90,48
E2318,96,47,62,96,75
E2217,56,69,91,86,43
E7740,87,67,64,93,46
E9359,69,43,61,73,43
E0877,83,68,97,97,98
E7565,93,48,46,74,61
E7588,71,47,78,90,49
E4070,89,86,94,51,77
E3323,80,52,42,71,69
E8599,42,74,64,100,52
E1663,93,61,89,88,93
E7728,95,86,58,78,49
E5691,43,96,84,59,75
E9078,74,54,53,45,89
E2220,46,56,53,46,54
E3937,78,64,66,49,40
E2263,45,49,99,77,77
E1809,58,76,65,55,96
E3753,100,64,91,88,66
E4231,43,88,43,100,45
E4474,50,41,75,72,77
E9046,80,72,70,98,85
E9414,62,66,76,57,78
E2147,92,73,65,55,73
E3320,84,42,57,62,79
E6581,95,42,71,69,97
E6529,44,91,70,75,87
E0487,68,43,83,84,45
E3797,63,77,49,75,57
E3715,75,82,65,64,94
E9934,76,87,97,82,58
E3893,88,95,58,43,46
E5752,82,59,72,76,59
E4004,42,52,88,100,60
E7836,62,82,45,79,68
E5143,45,41,59,76,71
E9406,78,64,75,78,80
E8855,91,72,96,74,80
E6269,70,58,99,97,77
E3815,50,51,40,79,47
E6482,46,91,70,68,62
E7746,42,82,53,73,84
E0172,48,97,82,47,44
E7897,85,63,84,95,82
E2324,61,89,87,64,68
E1559,74,61,81,63,56
E0604,89,52,85,47,84
E0435,88,91,83,48,76
E6794,93,54,80,70,41
E9042,78,40,67,99,73
E3843,61,95,47,89,94
E8179,50,98,71,75,46
E9082,84,40,49,53,46
E1376,49,83,62,79,97
E7306,80,88,85,76,88
E5329,40,58,90,83,95
E5639,63,59,91,98,78
E3059,42,85,42,83,77
E2528,87,64,66,76,40
E7394,56,94,82,96,67
E3570,40,84,67,66,61
E3126,84,99,94,70,96
E1637,56,73,71,80,83
E3603,61,86,45,100,81
E9376,71,56,55,100,41
E5792,47,86,72,69,41
E1210,65,50,100,65,50
E3242,91,45,55,69,94
E7791,74,86,93,93,71
E9287,88,44,97,50,62
E6488,86,98,66,93,81
E5868,75,76,68,77,46
E1512,54,82,85,45,91
E4978,95,67,95,60,48
E1062,40,80,62,78,44
E9685,64,54,66,42,69
E3957,71,73,88,98,73
E7347,41,79,94,68,80
E0869,49,93,91,42,75
E5999,76,96,63,70,91
E7209,40,90,66,81,49
E7244,83,100,53,68,55
E8706,49,56,44,92,78
E4332,44,47,52,66,53
E8149,71,76,48,63,92
E7604,81,62,71,82,96
E3348,42,72,87,48,80
E0491,68,93,70,57,98
E4959,75,69,57,84,77
E3246,95,71,56,63,63
E9444,48,80,58,81,51
E8051,49,80,47,97,98
E1997,53,72,44,85,88
E7919,42,91,54,86,97
E8537,67,63,76,76,67
E4389,41,67,76,61,93
E0480,81,89,79,68,85
E0019,68,41,97,88,82
E3392,99,89,100,95,55
E8409,62,46,59,48,70
E2805,83,43,95,70,43
E7613,49,45,78,74,43
E1444,90,79,48,46,49
E1038,100,74,72,55,88
E6623,56,48,90,68,90
E5954,90,53,92,44,57
E5806,64,68,92,80,57
E4214,85,50,68,83,53
E2850,45,100,97,96,47
E4180,59,93,88,85,80
E4073,51,52,81,69,83
E3949,62,91,82,98,77
E7033,71,90,84,72,49
E3876,57,62,49,82,82
E4488,54,99,53,95,64
E3618,60,72,66,65,96
E0938,53,68,55,67,88
E3576,89,63,74,64,49
E3269,43,57,92,95,75
E8119,90,43,40,68,73
E6053,95,86,98,46,40
E1898,59,51,86,75,95
E0390,86,99,52,69,92
E3279,84,83,84,81,86
E7430,91,95,71,76,96
E8733,47,68,53,89,93
E1888,65,94,67,78,47
E8733,44,82,41,81,65
E0367,82,47,71,74,100
E1453,93,64,51,73,75
E1649,48,52,79,96,99
E0781,77,43,41,51,63
E7466,54,82,41,60,86
E5627,79,59,94,59,81
E5242,75,88,76,79,66
E6109,84,44,97,94,58
E0594,67,96,87,61,51
E0155,54,96,42,40,96
E3985,59,91,55,86,48
E0032,92,94,73,60,78
E4526,50,50,43,40,52
E3125,40,77,58,73,72
E2664,47,79,83,46,50
E8584,75,100,89,98,71
E3387,56,79,77,90,95
E5625,85,93,88,71,50
E1334,59,62,97,93,93
E6221,63,79,91,75,99
E0957,80,61,99,72,49
E4022,83,78,75,90,52
E6948,57,73,61,89,54
E3546,72,43,87,77,58
E8103,66,67,64,63,78
E0527,63,89,81,79,62
E0178,69,53,80,46,67
E7145,78,70,96,86,45
E9306,63,41,80,50,96
E8533,54,99,40,50,40
E8848,97,100,86,56,80
E8953,63,77,61,63,93
E8582,54,82,49,69,49
E2911,83,58,62,58,72
E8410,79,70,91,89,67
E7520,61,72,62,58,74
E6344,94,43,97,85,94
E5429,100,49,97,97,93
E8706,98,65,91,54,83
E7642,72,49,87,63,44
E3372,48,50,79,74,61
E0572,85,81,96,71,60
E7787,89,73,100,45,81
E2215,69,71,59,94,91
E2010,58,47,97,89,75
E0468,64,56,63,91,67
E9995,63,68,75,47,63
E8280,41,49,89,66,85
E8498,44,61,53,64,84
E9700,59,69,43,84,72
E9176,98,65,100,98,82
E2141,89,98,56,43,57
E6649,87,97,68,42,48
E9585,75,74,83,48,43
E7055,98,85,64,90,52
E6763,85,78,93,90,69
E0821,78,73,91,94,64
E3633,51,64,78,72,99
E4894,53,50,75,67,69
E6146,45,95,61,65,97
E6597,48,77,55,53,99
E5982,55,68,55,88,64
E4969,68,96,58,55,50
E1790,62,69,53,41,92
E2827,57,93,58,56,43
E6751,58,45,79,61,98
E8536,50,63,91,89,93
E0197,74,69,69,92,68
E3344,51,65,51,87,56
E6922,48,87,99,80,79
E5746,95,94,61,91,95
E9531,42,84,59,90,76
E3670,67,100,49,61,83
E2017,96,61,40,43,52
E1855,92,78,88,82,85
E0340,94,67,82,66,56
E6878,52,48,90,60,77
E7439,89,100,79,73,89
E5280,86,71,70,60,78
E9408,93,68,78,79,93
E4796,56,67,74,51,82
E8091,43,50,55,90,61
E6963,99,69,70,83,98
E7376,81,63,60,81,63
E6474,40,73,58,48,75
E2729,41,74,87,50,62
E6747,80,44,95,67,76
E7542,52,92,65,78,90
E5249,40,54,61,89,100
E8555,74,100,72,51,100
E6773,51,82,74,69,85
E5112,52,93,84,61,51
E0230,93,77,42,87,99
E1664,94,60,42,64,71
E8521,41,79,70,78,59
E2526,79,56,94,71,76
E3192,65,54,83,72,81
E5143,55,72,64,100,42
E1167,58,50,100,99,75
E6802,98,72,57,80,62
E7232,60,83,47,67,83
E5445,98,61,79,61,73
E7642,54,79,63,64,69
E9422,52,99,41,41,53
E1804,44,92,42,58,83
E6851,54,44,49,67,97
E1580,77,55,95,65,49
E3723,42,60,54,91,51
E8132,58,97,85,47,90
E7918,68,94,79,92,87
E2929,59,71,64,46,64
E4456,75,69,78,87,86
E6311,48,50,78,98,100
E1119,56,57,55,81,72
E7797,57,48,92,71,82
E0092,51,90,85,80,81
E0571,73,81,86,67,41
E8833,48,99,93,69,40
E5262,86,99,80,80,45
E4247,53,71,80,74,49
E9264,52,63,52,94,62
E2211,89,44,67,51,48
E5764,46,86,94,50,51
E1201,52,40,91,58,62
E6231,52,74,100,79,72
E9718,75,74,89,46,71
E5491,67,89,92,83,81
E2684,62,53,52,64,63
E3642,41,43,46,89,77
E5428,82,99,76,76,43
E7152,76,98,93,99,41
E4051,49,41,87,92,84
E6184,87,53,86,84,46
E1825,79,73,52,88,81
E3203,74,88,87,41,54
E0799,47,73,90,61,82
E3710,85,96,57,96,52
E2130,56,75,64,83,46
E7908,79,65,63,89,95
E0766,93,58,56,73,82
E2211,60,96,50,67,42
E6228,69,52,89,59,89
E2523,74,98,91,64,80
E2565,70,76,88,98,42
E7907,46,100,50,58,62
E9407,92,57,43,55,55
E9276,41,66,47,46,51
E0526,64,65,92,52,65
E3120,45,42,43,91,60
E7269,70,91,46,77,54
E0941,49,91,80,43,75
E9007,89,64,41,83,82
E5961,53,93,60,71,55
E7645,48,95,48,74,48
E8180,67,58,98,86,71
E6806,65,52,51,89,72
E6377,82,52,64,99,60
E6842,72,72,51,93,95
E4820,84,60,97,87,89
E2040,89,69,97,100,66
E7414,67,64,52,64,91
E1059,59,87,92,48,82
E4727,83,88,85,40,70
E7982,57,100,90,59,73
E7351,66,97,84,83,90
E6613,94,85,95,80,67
E4032,60,49,59,53,80
E3444,50,41,64,49,70
E0839,58,79,67,85,84
E9453,60,90,59,67,100
E5688,93,99,80,51,63
E1796,88,81,58,64,97
E6473,67,68,68,54,99
E6876,55,93,57,75,53
E3040,69,50,73,69,89
