EnrollmentNo,sub1,sub2,sub3,sub4,sub5,Total,Percentage
E5734,90,70,66,62,82,370,74
E9594,56,87,89,46,92,370,74
E6455,79,94,47,97,53,370,74
E5180,75,92,61,43,99,370,74
E9771,51,96,83,52,88,370,74
E1776,66,98,84,67,55,370,74
E3842,81,76,72,88,53,370,74
E0251,64,60,94,87,65,370,74
E6302,88,93,69,41,79,370,74
E1152,90,40,90,80,70,370,74
E5901,96,52,53,92,77,370,74
E4377,87,89,77,67,50,370,74
E4568,59,70,100,57,84,370,74
E1161,97,75,43,58,97,370,74
E3749,62,87,65,80,76,370,74
E9239,82,73,84,84,47,370,74
E7407,92,61,77,46,94,370,74
E1376,49,83,62,79,97,370,74
E7919,42,91,54,86,97,370,74
E1347,86,69,69,75,71,370,74
E1312,97,76,96,55,46,370,74
E5089,55,80,64,77,94,370,74
E1815,63,93,69,57,88,370,74
E6220,64,94,50,79,83,370,74
E1818,77,97,53,91,52,370,74
E4596,65,83,67,57,98,370,74
E3532,78,54,44,97,97,370,74
E9379,88,91,82,45,64,370,74
E4389,80,83,60,91,56,370,74
E7366,65,49,100,78,78,370,74
E0648,73,45,83,69,100,370,74
E6165,52,98,65,93,62,370,74
E3452,58,54,98,93,67,370,74
E0423,76,41,85,88,80,370,74
E7512,89,41,84,76,80,370,74
E8670,42,75,83,93,77,370,74
E3517,84,63,59,70,94,370,74
E1066,94,61,68,98,49,370,74
E0588,62,70,49,98,91,370,74
E5737,69,65,82,87,67,370,74
E6958,56,88,60,75,91,370,74
E9665,70,96,78,50,76,370,74
E9974,95,58,77,86,54,370,74
E4571,82,59,75,63,90,369,74
E7093,67,92,43,99,68,369,74
E1524,79,99,51,49,91,369,74
E7182,73,63,71,99,63,369,74
E6903,69,85,77,40,98,369,74
E1523,86,77,68,82,56,369,74
E3953,52,89,49,94,85,369,74
E3521,78,84,50,58,99,369,74
E0821,54,98,76,93,48,369,74
E2973,66,89,83,87,44,369,74
E0687,44,59,79,98,89,369,74
E0037,76,77,59,78,79,369,74
E4763,79,81,59,79,71,369,74
E2973,48,88,51,92,90,369,74
E0738,54,87,71,85,72,369,74
E2449,57,92,95,78,47,369,74
E5676,69,46,99,81,74,369,74
E2324,61,89,87,64,68,369,74
E6802,98,72,57,80,62,369,74
E9608,72,50,95,77,75,369,74
E2944,91,100,50,47,81,369,74
E6258,87,63,91,81,47,369,74
E6011,77,51,95,59,87,369,74
E7307,54,86,96,43,90,369,74
E6589,77,69,93,53,77,369,74
E1702,72,41,84,91,81,369,74
E1323,93,43,48,91,94,369,74
E5732,54,79,53,93,90,369,74
E0837,54,100,80,51,84,369,74
E2848,69,81,57,78,84,369,74
E6341,76,69,54,87,83,369,74
E3567,47,100,57,73,92,369,74
E8121,77,60,91,81,60,369,74
E6526,51,58,93,96,70,368,74
E5186,100,52,60,91,65,368,74
E8185,91,50,53,89,85,368,74
E1775,78,71,43,94,82,368,74
E1341,70,79,98,55,66,368,74
E2490,92,45,75,89,67,368,74
E0134,86,91,42,77,72,368,74
E8597,73,89,57,88,61,368,74
E9551,91,65,84,56,72,368,74
E6992,95,61,84,65,63,368,74
E6733,78,100,53,63,74,368,74
E7141,61,58,90,89,70,368,74
E7162,53,99,97,50,69,368,74
E5207,63,72,85,86,62,368,74
E8636,72,97,58,41,100,368,74
E6548,46,87,96,92,47,368,74
E3813,76,73,85,63,71,368,74
E5062,51,89,69,93,66,368,74
E9507,63,60,55,91,99,368,74
E3013,47,92,89,58,82,368,74
E8935,57,68,88,97,58,368,74
E2642,40,80,88,65,95,368,74
E5395,49,68,70,95,86,368,74
E3473,96,42,46,95,89,368,74
E1059,59,87,92,48,82,368,74
E3039,49,86,71,65,97,368,74
E7550,69,54,87,91,67,368,74
E8467,49,81,99,68,71,368,74
E6619,60,59,84,87,78,368,74
E2786,58,95,72,73,70,368,74
E4767,72,86,84,57,69,368,74
E5976,98,51,50,100,69,368,74
E6402,61,89,84,63,71,368,74
E2545,45,98,70,56,99,368,74
E1443,82,99,69,59,59,368,74
E3603,96,97,58,71,46,368,74
E8025,94,73,64,40,97,368,74
E4969,77,58,97,57,79,368,74
E0446,97,46,80,83,62,368,74
E8853,60,90,62,63,93,368,74
E3570,78,47,91,74,77,367,74
E6099,58,62,99,58,90,367,74
E5514,41,96,89,46,95,367,74
E4256,76,76,50,78,87,367,74
E3754,56,61,87,100,63,367,74
E6472,93,62,89,77,46,367,74
E3032,58,54,94,73,88,367,74
E8001,92,67,67,69,72,367,74
E9198,78,76,74,95,44,367,74
E4459,40,91,53,88,95,367,74
E5131,52,79,100,43,93,367,74
E2735,44,91,46,98,88,367,74
E2943,83,67,50,78,89,367,74
E8485,85,51,91,97,43,367,74
E3100,95,80,63,72,57,367,74
E8079,76,48,96,80,67,367,74
E6122,87,96,74,43,67,367,74
E9250,83,48,67,72,97,367,74
E9205,79,41,97,90,60,367,74
E3911,91,58,47,92,79,367,74
E9848,95,42,89,66,75,367,74
E8793,84,89,89,57,48,367,74
E4330,56,75,95,78,63,367,74
E9817,52,65,93,76,81,367,74
E7130,85,77,70,49,86,367,74
E3320,95,91,52,66,63,367,74
E9471,75,64,66,79,83,367,74
E6529,44,91,70,75,87,367,74
E8631,82,69,79,65,72,367,74
E3897,91,74,40,93,69,367,74
E7711,92,40,77,88,70,367,74
E9621,79,69,78,95,46,367,74
E8471,98,100,43,60,66,367,74
E1353,85,91,63,82,46,367,74
E8888,82,55,74,65,91,367,74
E2919,63,65,66,81,92,367,74
E3577,81,83,41,81,81,367,74
E3926,95,79,58,71,64,367,74
E8915,82,91,56,80,58,367,74
E4236,100,53,82,54,78,367,74
E4371,79,74,82,71,61,367,74
E0574,56,50,89,83,89,367,74
E9100,80,71,74,67,75,367,74
E2747,74,84,55,80,74,367,74
E0994,93,51,70,98,55,367,74
E7646,88,85,65,45,84,367,74
E3026,91,40,85,98,53,367,74
E6180,92,90,53,88,43,366,74
E8495,64,85,88,88,41,366,74
E7817,67,64,65,89,81,366,74
E4415,73,92,61,48,92,366,74
E9944,64,92,98,60,52,366,74
E5105,75,79,61,69,82,366,74
E5919,44,76,59,89,98,366,74
E1236,88,64,57,92,65,366,74
E0717,79,84,86,68,49,366,74
E6838,52,69,89,83,73,366,74
E0430,46,80,85,73,82,366,74
E6579,78,89,53,93,53,366,74
E7225,68,91,96,58,53,366,74
E2852,65,86,84,40,91,366,74
E2043,53,78,66,86,83,366,74
E4795,70,76,90,72,58,366,74
E0531,85,90,79,56,56,366,74
E5078,92,98,44,55,77,366,74
E7728,95,86,58,78,49,366,74
E5329,40,58,90,83,95,366,74
E7033,71,90,84,72,49,366,74
E1898,59,51,86,75,95,366,74
E2010,58,47,97,89,75,366,74
E4727,83,88,85,40,70,366,74
E1848,79,65,41,86,95,366,74
E5839,50,51,87,81,97,366,74
E0272,72,82,68,57,87,366,74
E9216,74,69,76,96,51,366,74
E9355,63,92,57,56,98,366,74
E1220,91,73,99,43,60,366,74
E8137,89,43,53,87,94,366,74
E0484,81,81,75,46,83,366,74
E1357,81,59,58,70,98,366,74
E3972,74,69,90,45,88,366,74
E3543,64,72,70,74,86,366,74
E2146,83,59,41,87,96,366,74
E0260,88,96,51,62,69,366,74
E3236,54,85,68,66,93,366,74
E1942,64,65,90,75,72,366,74
E5975,66,43,89,94,74,366,74
E0479,84,68,58,57,98,365,73
E2935,96,65,73,50,81,365,73
E4923,84,83,66,55,77,365,73
E4933,75,53,70,87,80,365,73
E9486,97,90,84,50,44,365,73
E3544,96,67,47,99,56,365,73
E0422,55,80,62,79,89,365,73
E1647,77,45,81,100,62,365,73
E6648,45,88,48,95,89,365,73
E2770,66,92,75,89,43,365,73
E7315,87,68,93,71,46,365,73
E0768,84,79,47,63,92,365,73
E9418,77,59,52,93,84,365,73
E4829,92,96,56,47,74,365,73
E1022,54,96,73,68,74,365,73
E6004,93,99,71,50,52,365,73
E2449,85,85,42,73,80,365,73
E1043,57,64,84,80,80,365,73
E3741,83,54,64,90,74,365,73
E9139,69,51,86,99,60,365,73
E6552,73,82,52,98,60,365,73
E8518,92,84,54,59,76,365,73
E7893,63,62,48,95,97,365,73
E7569,78,71,76,71,69,365,73
E9223,91,65,95,73,41,365,73
E1163,100,87,82,48,48,365,73
E4978,95,67,95,60,48,365,73
E4488,54,99,53,95,64,365,73
E6053,95,86,98,46,40,365,73
E0340,94,67,82,66,56,365,73
E5280,86,71,70,60,78,365,73
E5928,78,81,79,81,46,365,73
E0810,86,78,69,44,88,365,73
E3426,97,79,61,59,69,365,73
E2978,56,54,95,76,84,365,73
E5835,89,93,90,53,40,365,73
E6992,52,95,92,68,58,365,73
E3957,79,75,73,72,66,365,73
E7162,53,74,61,98,79,365,73
E2505,95,92,64,52,62,365,73
E3633,86,94,81,54,50,365,73
E0206,99,66,75,41,84,365,73
E0282,63,78,77,47,100,365,73
E9851,62,61,97,84,61,365,73
E7792,42,81,99,84,59,365,73
E5442,99,54,48,69,95,365,73
E7767,92,87,83,46,57,365,73
E2505,41,97,57,84,86,365,73
E2163,83,87,76,63,56,365,73
E7502,61,83,81,76,64,365,73
E4936,86,89,56,48,85,364,73
E9410,45,91,64,99,65,364,73
E4770,92,91,53,57,71,364,73
E9065,97,40,90,78,59,364,73
E4424,78,47,88,59,92,364,73
E9198,55,82,75,92,60,364,73
E2118,100,70,47,68,79,364,73
E9337,82,79,87,75,41,364,73
E0175,62,76,93,54,79,364,73
E7902,71,86,51,94,62,364,73
E9535,44,97,95,41,87,364,73
E2359,77,59,97,87,44,364,73
E7576,70,63,90,68,73,364,73
E3487,68,73,60,84,79,364,73
E7571,88,71,47,90,68,364,73
E4605,59,88,89,47,81,364,73
E7858,64,68,96,84,52,364,73
E3633,91,61,92,77,43,364,73
E3633,51,64,78,72,99,364,73
E7756,54,98,78,46,88,364,73
E4687,54,98,49,100,63,364,73
E3097,79,75,82,44,84,364,73
E1095,77,60,41,88,98,364,73
E2342,98,89,63,58,56,364,73
E7745,66,75,57,89,77,364,73
E1277,73,61,88,42,100,364,73
E3173,43,91,71,63,96,364,73
E4854,75,97,46,50,96,364,73
E6586,64,65,41,95,99,364,73
E8179,67,94,44,86,73,364,73
E8188,57,74,99,91,43,364,73
E4623,76,76,58,62,92,364,73
E3272,42,51,97,78,96,364,73
E5838,87,91,65,69,52,364,73
E2087,74,78,89,74,49,364,73
E7181,87,74,88,46,69,364,73
E0679,45,78,71,97,73,364,73
E8840,55,56,84,73,96,364,73
E4604,64,79,82,77,62,364,73
E2690,42,79,75,93,75,364,73
E3093,89,69,48,99,59,364,73
E0714,99,51,45,87,82,364,73
E1559,83,77,55,88,60,363,73
E4638,78,53,76,88,68,363,73
E4288,83,89,66,63,62,363,73
E9762,86,85,65,42,85,363,73
E2701,69,61,78,78,77,363,73
E6274,69,94,74,63,63,363,73
E0606,94,59,92,77,41,363,73
E7942,68,80,89,59,67,363,73
E8436,43,51,97,94,78,363,73
E4686,55,88,78,49,93,363,73
E9236,66,75,85,70,67,363,73
E2808,75,67,63,79,79,363,73
E1809,95,47,59,74,88,363,73
E9277,93,84,62,46,78,363,73
E4143,69,54,94,97,49,363,73
E0836,60,65,54,97,87,363,73
E1483,65,86,63,53,96,363,73
E4472,93,45,41,98,86,363,73
E1771,57,92,81,58,75,363,73
E9819,55,96,44,86,82,363,73
E2880,97,71,74,58,63,363,73
E3105,59,85,72,77,70,363,73
E5093,51,87,82,47,96,363,73
E9982,100,64,71,76,52,363,73
E1637,56,73,71,80,83,363,73
E6146,45,95,61,65,97,363,73
E5699,64,73,51,78,97,363,73
E3598,68,73,79,60,83,363,73
E2637,84,66,74,71,68,363,73
E1947,51,81,95,68,68,363,73
E1360,72,52,85,86,68,363,73
E7939,77,59,53,95,79,363,73
E9850,71,69,70,94,59,363,73
E5905,96,89,67,49,62,363,73
E3868,62,72,94,53,82,363,73
E8377,47,98,45,97,76,363,73
E4429,61,78,72,96,56,363,73
E8806,82,65,97,63,56,363,73
E4454,54,98,69,91,51,363,73
E5112,67,48,92,94,62,363,73
E4482,84,82,75,69,53,363,73
E2300,90,69,66,84,54,363,73
E7421,56,93,98,50,66,363,73
E7172,81,58,61,77,86,363,73
E2751,91,86,75,61,49,362,73
E3705,92,85,42,65,78,362,73
E6869,64,60,82,83,73,362,73
E1607,75,88,58,51,90,362,73
E0485,52,93,82,56,79,362,73
E6308,68,67,86,48,93,362,73
E6273,77,86,69,52,78,362,73
E5512,91,77,64,46,84,362,73
E9068,98,46,71,94,53,362,73
E5378,97,49,81,86,49,362,73
E5392,53,89,100,52,68,362,73
E7140,63,65,85,70,79,362,73
E2782,46,54,96,94,72,362,73
E4168,75,86,64,77,60,362,73
E3931,93,41,68,85,75,362,73
E0038,54,91,66,52,99,362,73
E7319,78,91,85,58,50,362,73
E1399,98,60,80,70,54,362,73
E8006,60,74,72,87,69,362,73
E2360,100,43,79,44,96,362,73
E9402,90,55,89,53,75,362,73
E7347,41,79,94,68,80,362,73
E4959,75,69,57,84,77,362,73
E3269,43,57,92,95,75,362,73
E0594,67,96,87,61,51,362,73
E6747,80,44,95,67,76,362,73
E0766,93,58,56,73,82,362,73
E8988,63,85,66,49,99,362,73
E3621,72,89,57,63,81,362,73
E3933,83,85,68,82,44,362,73
E2279,76,93,43,88,62,362,73
E9378,75,56,70,85,76,362,73
E5066,79,100,77,60,46,362,73
E9688,71,76,85,71,59,362,73
E4460,51,73,76,97,65,362,73
E4178,62,91,66,93,50,362,73
E8019,97,76,42,81,66,362,73
E5905,48,79,88,70,77,362,73
E8639,94,83,77,54,54,362,73
E1484,79,78,83,82,40,362,73
E8599,100,91,87,40,44,362,73
E0293,93,77,60,73,59,362,73
E1441,47,75,89,90,60,361,73
E7348,79,61,68,78,75,361,73
E8252,65,64,52,80,100,361,73
E7202,70,83,78,59,71,361,73
E8793,99,96,66,55,45,361,73
E7848,90,76,82,53,60,361,73
E7173,91,74,56,68,72,361,73
E5584,66,91,72,86,46,361,73
E5727,80,83,55,74,69,361,73
E5986,67,62,50,94,88,361,73
E9822,97,51,58,98,57,361,73
E7009,57,72,84,60,88,361,73
E1331,40,64,91,88,78,361,73
E7595,40,80,84,77,80,361,73
E0692,81,40,84,97,59,361,73
E2217,85,62,75,89,50,361,73
E2651,98,57,74,72,60,361,73
E0656,64,50,90,63,94,361,73
E5982,51,71,90,77,72,361,73
E3180,50,62,87,97,65,361,73
E0343,52,95,56,80,78,361,73
E3804,89,70,51,56,95,361,73
E5806,64,68,92,80,57,361,73
E0957,80,61,99,72,49,361,73
E6773,51,82,74,69,85,361,73
E4045,74,73,69,77,68,361,73
E6641,79,70,92,76,44,361,73
E0657,78,74,81,59,69,361,73
E3376,96,62,91,58,54,361,73
E7963,49,97,91,84,40,361,73
E2584,40,98,83,87,53,361,73
E0256,89,80,49,45,98,361,73
E8424,94,65,88,72,42,361,73
E0672,98,78,52,61,72,361,73
E3568,64,98,47,81,71,361,73
E2220,43,62,73,95,88,361,73
E5801,95,80,78,61,46,360,72
E7039,73,51,58,89,89,360,72
E4891,49,98,88,72,53,360,72
E7850,65,62,98,87,48,360,72
E8459,54,95,49,76,86,360,72
E9877,81,82,53,82,62,360,72
E2249,77,60,80,43,100,360,72
E0091,85,82,71,51,71,360,72
E4399,100,82,61,57,60,360,72
E7593,93,89,46,80,52,360,72
E4064,44,40,98,97,81,360,72
E8192,64,94,81,69,52,360,72
E5832,58,93,63,47,99,360,72
E5841,64,99,81,47,69,360,72
E3298,97,81,84,45,53,360,72
E3670,67,100,49,61,83,360,72
E2732,62,82,96,60,60,360,72
E3745,93,63,80,61,63,360,72
E6842,84,70,85,73,48,360,72
E1159,89,44,83,78,66,360,72
E3809,48,61,96,68,87,360,72
E3602,80,86,61,53,80,360,72
E9620,65,97,94,57,47,360,72
E9746,56,78,76,87,63,360,72
E7763,87,49,51,77,96,360,72
E1338,100,49,68,60,83,360,72
E8843,86,83,92,50,49,360,72
E9005,58,75,55,87,85,360,72
E0534,46,91,79,74,70,360,72
E7772,93,99,52,44,72,360,72
E8102,83,51,51,81,94,360,72
E8540,51,69,77,81,82,360,72
E8879,50,63,74,100,73,360,72
E4599,83,49,87,56,85,360,72
E4514,50,91,86,91,42,360,72
E7497,75,53,90,86,56,360,72
E3061,43,86,94,57,80,360,72
E4544,86,63,77,54,80,360,72
E3857,89,87,83,61,40,360,72
E0179,100,65,93,40,61,359,72
E6725,79,88,52,73,67,359,72
E1673,44,76,85,73,81,359,72
E0520,54,87,81,63,74,359,72
E9719,84,58,65,53,99,359,72
E8183,74,40,86,91,68,359,72
E8774,88,88,41,61,81,359,72
E5251,80,76,45,98,60,359,72
E7081,62,42,90,98,67,359,72
E1456,87,85,74,62,51,359,72
E1480,46,89,63,65,96,359,72
E7151,46,81,98,64,70,359,72
E0280,93,52,76,90,48,359,72
E9110,95,75,49,89,51,359,72
E4092,56,98,60,98,47,359,72
E1415,81,91,82,65,40,359,72
E4139,55,43,94,74,93,359,72
E5918,61,79,61,93,65,359,72
E3497,80,71,88,50,70,359,72
E7244,83,100,53,68,55,359,72
E3618,60,72,66,65,96,359,72
E9007,89,64,41,83,82,359,72
E7494,72,88,74,66,59,359,72
E8487,79,92,55,81,52,359,72
E2985,43,72,76,80,88,359,72
E2384,55,79,89,55,81,359,72
E6942,82,51,58,70,98,359,72
E6898,92,54,64,85,64,359,72
E8129,87,77,63,62,70,359,72
E4388,49,100,63,47,100,359,72
E6693,52,90,97,74,46,359,72
E2194,98,73,49,95,44,359,72
E8918,94,48,40,94,83,359,72
E8889,43,57,89,93,77,359,72
E0698,53,100,90,54,62,359,72
E6197,43,57,95,72,92,359,72
E8041,56,45,82,88,88,359,72
E5976,94,83,54,45,83,359,72
E7614,66,54,86,59,94,359,72
E2249,81,92,60,68,58,359,72
E1938,92,44,64,100,58,358,72
E8676,77,40,92,50,99,358,72
E2725,79,64,45,90,80,358,72
E8738,93,41,72,92,60,358,72
E1025,83,69,80,68,58,358,72
E5309,96,88,47,51,76,358,72
E4564,72,58,90,60,78,358,72
E4090,61,87,58,84,68,358,72
E9890,43,77,77,63,98,358,72
E3532,57,66,85,68,82,358,72
E4052,53,78,44,96,87,358,72
E3694,67,96,41,65,89,358,72
E3305,48,89,95,70,56,358,72
E4039,41,75,97,88,57,358,72
E8846,40,98,78,100,42,358,72
E1440,70,40,68,90,90,358,72
E7668,53,79,81,64,81,358,72
E4593,98,83,53,50,74,358,72
E5527,82,63,76,96,41,358,72
E5541,93,62,70,41,92,358,72
E8091,89,97,75,41,56,358,72
E3624,81,44,60,74,99,358,72
E9182,70,69,100,41,78,358,72
E5924,88,77,87,58,48,358,72
E2147,92,73,65,55,73,358,72
E6228,69,52,89,59,89,358,72
E1952,89,45,75,63,86,358,72
E1326,95,93,49,40,81,358,72
E8569,77,94,61,68,58,358,72
E9506,77,59,81,84,57,358,72
E8412,90,53,88,63,64,358,72
E0438,95,45,92,86,40,358,72
E2523,80,51,49,84,94,358,72
E7828,80,64,71,53,90,358,72
E5664,81,71,99,51,56,358,72
E8501,49,83,95,76,55,358,72
E1518,53,82,95,66,62,358,72
E9325,80,71,57,91,59,358,72
E6878,42,79,96,97,44,358,72
E1447,75,68,66,58,91,358,72
E9126,73,83,49,85,68,358,72
E6473,52,87,67,52,100,358,72
E5807,70,51,69,72,96,358,72
E7640,85,79,45,92,57,358,72
E9726,88,48,69,92,61,358,72
E3292,78,91,53,43,92,357,72
E0194,63,91,43,72,88,357,72
E9522,61,70,70,61,95,357,72
E6967,83,78,52,79,65,357,72
E6972,87,60,77,40,93,357,72
E7968,88,66,73,56,74,357,72
E2226,59,66,72,67,93,357,72
E6072,41,94,56,83,83,357,72
E8664,75,73,66,93,50,357,72
E4394,83,62,40,72,100,357,72
E4884,86,41,83,52,95,357,72
E4259,68,48,72,97,72,357,72
E1807,60,88,66,73,70,357,72
E0231,65,48,96,73,75,357,72
E2488,93,78,50,83,53,357,72
E0110,87,75,47,65,83,357,72
E5391,42,88,87,94,46,357,72
E1270,87,46,88,60,76,357,72
E5781,61,94,45,66,91,357,72
E3256,72,70,51,88,76,357,72
E9411,50,65,100,94,48,357,72
E7634,73,61,64,75,84,357,72
E7205,65,69,66,75,82,357,72
E4669,98,50,85,82,42,357,72
E2035,76,76,61,54,90,357,72
E7740,87,67,64,93,46,357,72
E5691,43,96,84,59,75,357,72
E0604,89,52,85,47,84,357,72
E9042,78,40,67,99,73,357,72
E1512,54,82,85,45,91,357,72
E8953,63,77,61,63,93,357,72
E6377,82,52,64,99,60,357,72
E7265,47,85,80,100,45,357,72
E9925,85,79,54,60,79,357,72
E4656,71,77,94,46,69,357,72
E0241,96,72,42,87,60,357,72
E3004,94,66,69,71,57,357,72
E7768,96,79,43,62,77,357,72
E4035,56,83,65,67,86,357,72
E3507,72,99,49,49,88,357,72
E4944,78,77,80,78,44,357,72
E0145,84,77,78,77,41,357,72
E5753,42,81,93,82,59,357,72
E1472,63,78,79,53,84,357,72
E3310,86,55,84,43,89,357,72
E5275,93,71,83,43,67,357,72
E6936,44,69,77,83,84,357,72
E3803,92,83,53,51,77,356,72
E5027,61,61,84,70,80,356,72
E2154,48,96,79,68,65,356,72
E1613,100,52,51,97,56,356,72
E0972,93,58,63,48,94,356,72
E5430,70,89,58,46,93,356,72
E7870,83,57,92,46,78,356,72
E8388,78,68,67,83,60,356,72
E3132,85,57,90,60,64,356,72
E6722,56,70,89,67,74,356,72
E5671,45,63,60,93,95,356,72
E5387,52,83,92,82,47,356,72
E0928,46,97,99,74,40,356,72
E5818,98,74,40,56,88,356,72
E2728,93,44,76,100,43,356,72
E0672,68,67,56,84,81,356,72
E1994,79,77,40,79,81,356,72
E9894,84,77,100,54,41,356,72
E8777,57,57,59,96,87,356,72
E9197,67,90,78,64,57,356,72
E9911,71,76,77,89,43,356,72
E2182,87,93,82,40,54,356,72
E8837,53,66,82,58,97,356,72
E3825,48,85,98,42,83,356,72
E6505,84,97,72,63,40,356,72
E0841,100,49,89,69,49,356,72
E6215,62,50,80,84,80,356,72
E1453,93,64,51,73,75,356,72
E6184,87,53,86,84,46,356,72
E6473,67,68,68,54,99,356,72
E3042,79,81,80,76,40,356,72
E9868,87,63,42,75,89,356,72
E2036,57,80,50,73,96,356,72
E2423,81,93,45,77,60,356,72
E8434,87,86,47,75,61,356,72
E4084,43,74,68,76,95,356,72
E5732,95,59,61,86,55,356,72
E9827,76,82,83,66,49,356,72
E6969,83,43,74,97,59,356,72
E8353,68,54,55,93,86,356,72
E1330,95,76,57,73,55,356,72
E7778,52,78,97,41,88,356,72
E4569,60,60,70,78,88,356,72
E3450,52,53,98,69,84,356,72
E7112,92,62,75,59,68,356,72
E7396,58,80,91,53,74,356,72
E7157,88,65,64,51,88,356,72
E3356,90,61,53,83,69,356,72
E7361,49,96,86,58,67,356,72
E6977,70,97,60,82,47,356,72
E9249,90,79,92,46,49,356,72
E0898,70,81,91,61,53,356,72
E6903,88,74,57,80,57,356,72
E0818,82,97,54,79,44,356,72
E3504,53,98,73,51,80,355,71
E8669,65,81,86,46,77,355,71
E3212,89,56,42,86,82,355,71
E2045,73,84,50,53,95,355,71
E3780,65,86,80,70,54,355,71
E1582,63,47,97,68,80,355,71
E7676,52,79,80,67,77,355,71
E1624,77,41,92,54,91,355,71
E4058,67,99,50,97,42,355,71
E6442,69,68,88,51,79,355,71
E1236,97,77,42,86,53,355,71
E2745,88,69,79,79,40,355,71
E8941,61,74,47,85,88,355,71
E1018,83,41,100,89,42,355,71
E4005,99,69,70,50,67,355,71
E3223,56,60,87,85,67,355,71
E3631,89,50,83,43,90,355,71
E1514,99,94,58,64,40,355,71
E8048,40,85,90,84,56,355,71
E6403,94,58,64,92,47,355,71
E9499,86,94,55,80,40,355,71
E6948,63,75,85,45,87,355,71
E3090,44,83,85,74,69,355,71
E9397,90,42,40,100,83,355,71
E0233,58,43,77,93,84,355,71
E2266,97,47,70,70,71,355,71
E2769,54,81,58,94,68,355,71
E5081,76,61,77,55,86,355,71
E6446,86,68,72,81,48,355,71
E1078,69,59,77,69,81,355,71
E3192,65,54,83,72,81,355,71
E9718,75,74,89,46,71,355,71
E1546,48,55,67,94,91,355,71
E7887,73,51,100,72,59,355,71
E5493,50,49,96,62,98,355,71
E9637,40,87,71,59,98,355,71
E0340,79,47,63,98,68,355,71
E6591,48,44,84,96,83,355,71
E3277,99,40,69,50,97,355,71
E5031,83,64,58,59,91,355,71
E5797,86,43,93,42,91,355,71
E4210,98,76,41,92,48,355,71
E4884,91,81,46,45,92,355,71
E0305,48,83,91,91,42,355,71
E8587,45,96,70,54,90,355,71
E8005,82,94,40,83,56,355,71
E2981,88,62,68,44,93,355,71
E1035,42,58,80,99,76,355,71
E8126,43,86,77,96,53,355,71
E9684,93,67,63,74,58,355,71
E6977,53,86,95,72,48,354,71
E5321,77,60,63,86,68,354,71
E3121,74,59,80,64,77,354,71
E2124,98,51,74,66,65,354,71
E4231,60,45,95,58,96,354,71
E3129,73,77,88,76,40,354,71
E4223,57,81,81,50,85,354,71
E8535,57,79,52,67,99,354,71
E6484,65,85,90,65,49,354,71
E6471,61,50,79,69,95,354,71
E4374,89,67,94,45,59,354,71
E5912,64,94,48,87,61,354,71
E4336,80,72,76,69,57,354,71
E9835,80,62,49,66,97,354,71
E1925,71,64,91,86,42,354,71
E9226,77,62,87,66,62,354,71
E3440,64,73,80,77,60,354,71
E1195,75,60,99,56,64,354,71
E8252,46,90,44,95,79,354,71
E3242,91,45,55,69,94,354,71
E4580,68,98,66,45,77,354,71
E7551,47,69,84,76,78,354,71
E8928,73,89,47,77,68,354,71
E1187,97,94,71,52,40,354,71
E8411,96,64,89,65,40,354,71
E1475,85,60,90,61,58,354,71
E8891,100,56,97,43,58,354,71
E5116,59,64,83,81,67,354,71
E0791,87,50,95,55,67,354,71
E9703,92,55,73,49,85,354,71
E2700,66,45,54,94,95,354,71
E0811,100,72,57,82,43,354,71
E8054,49,41,100,79,85,354,71
E3466,79,52,69,65,89,354,71
E4760,61,87,57,57,92,354,71
E5697,63,75,73,45,98,354,71
E9796,100,64,55,48,87,354,71
E9572,86,64,80,40,84,354,71
E9166,52,70,48,90,94,354,71
E6059,44,98,94,63,54,353,71
E8574,81,49,65,67,91,353,71
E0610,47,74,93,90,49,353,71
E7760,92,76,84,59,42,353,71
E8214,94,70,44,50,95,353,71
E4720,51,86,82,85,49,353,71
E7461,75,56,87,56,79,353,71
E6396,92,77,72,44,68,353,71
E1537,64,95,40,80,74,353,71
E7046,52,96,50,60,95,353,71
E6564,41,83,85,79,65,353,71
E4124,61,96,79,40,77,353,71
E1749,76,59,43,90,85,353,71
E7847,63,93,60,45,92,353,71
E5087,86,48,84,77,58,353,71
E8741,67,88,44,72,82,353,71
E4234,59,81,95,61,57,353,71
E6734,88,59,78,62,66,353,71
E4522,45,91,58,78,81,353,71
E4051,49,41,87,92,84,353,71
E0799,47,73,90,61,82,353,71
E4468,78,78,67,54,76,353,71
E6432,49,81,78,93,52,353,71
E0391,96,64,52,86,55,353,71
E8307,83,49,71,52,98,353,71
E7420,54,69,68,93,69,353,71
E2978,52,63,96,42,100,353,71
E3090,50,71,82,58,92,353,71
E4795,64,58,54,91,86,353,71
E3586,95,44,87,86,41,353,71
E8507,52,73,85,65,78,353,71
E7009,90,62,48,68,85,353,71
E5729,65,89,91,45,63,353,71
E5070,89,54,99,67,44,353,71
E9269,69,96,78,53,57,353,71
E5930,76,72,68,49,88,353,71
E1637,96,76,49,40,92,353,71
E3045,61,99,95,55,43,353,71
E8968,83,42,95,89,44,353,71
E6051,47,98,71,89,48,353,71
E9293,64,77,72,42,98,353,71
E8053,81,77,48,85,61,352,71
E2657,44,55,93,100,60,352,71
E5375,63,91,73,50,75,352,71
